FULL_DATE,DAY,MONTH,YEAR,DAY_OF_YEAR,WEEK_OF_YEAR,WEEKDAY,IS_WEEKEND,QUARTER,IS_MONTH_START,IS_MONTH_END,IS_YEAR_START,IS_YEAR_END,IS_CAN_HOLIDAY,CAN_HOLIDAY_NAME,IS_US_HOLIDAY,US_HOLIDAY_NAME,DATE_PK
2015-11-20,20,11,2015,324,47,5,False,4,False,False,False,False,False,,False,,20151120
2015-11-21,21,11,2015,325,47,6,True,4,False,False,False,False,False,,False,,20151121
2015-11-22,22,11,2015,326,47,7,True,4,False,False,False,False,False,,False,,20151122
2015-11-23,23,11,2015,327,48,1,False,4,False,False,False,False,False,,False,,20151123
2015-11-24,24,11,2015,328,48,2,False,4,False,False,False,False,False,,False,,20151124
2015-11-25,25,11,2015,329,48,3,False,4,False,False,False,False,False,,False,,20151125
2015-11-26,26,11,2015,330,48,4,False,4,False,False,False,False,False,,True,Thanksgiving,20151126
2015-11-27,27,11,2015,331,48,5,False,4,False,False,False,False,False,,False,,20151127
2015-11-28,28,11,2015,332,48,6,True,4,False,False,False,False,False,,False,,20151128
2015-11-29,29,11,2015,333,48,7,True,4,False,False,False,False,False,,False,,20151129
2015-11-30,30,11,2015,334,49,1,False,4,False,True,False,False,False,,False,,20151130
2015-12-01,1,12,2015,335,49,2,False,4,True,False,False,False,False,,False,,20151201
2015-12-02,2,12,2015,336,49,3,False,4,False,False,False,False,False,,False,,20151202
2015-12-03,3,12,2015,337,49,4,False,4,False,False,False,False,False,,False,,20151203
2015-12-04,4,12,2015,338,49,5,False,4,False,False,False,False,False,,False,,20151204
2015-12-05,5,12,2015,339,49,6,True,4,False,False,False,False,False,,False,,20151205
2015-12-06,6,12,2015,340,49,7,True,4,False,False,False,False,False,,False,,20151206
2015-12-07,7,12,2015,341,50,1,False,4,False,False,False,False,False,,False,,20151207
2015-12-08,8,12,2015,342,50,2,False,4,False,False,False,False,False,,False,,20151208
2015-12-09,9,12,2015,343,50,3,False,4,False,False,False,False,False,,False,,20151209
2015-12-10,10,12,2015,344,50,4,False,4,False,False,False,False,False,,False,,20151210
2015-12-11,11,12,2015,345,50,5,False,4,False,False,False,False,False,,False,,20151211
2015-12-12,12,12,2015,346,50,6,True,4,False,False,False,False,False,,False,,20151212
2015-12-13,13,12,2015,347,50,7,True,4,False,False,False,False,False,,False,,20151213
2015-12-14,14,12,2015,348,51,1,False,4,False,False,False,False,False,,False,,20151214
2015-12-15,15,12,2015,349,51,2,False,4,False,False,False,False,False,,False,,20151215
2015-12-16,16,12,2015,350,51,3,False,4,False,False,False,False,False,,False,,20151216
2015-12-17,17,12,2015,351,51,4,False,4,False,False,False,False,False,,False,,20151217
2015-12-18,18,12,2015,352,51,5,False,4,False,False,False,False,False,,False,,20151218
2015-12-19,19,12,2015,353,51,6,True,4,False,False,False,False,False,,False,,20151219
2015-12-20,20,12,2015,354,51,7,True,4,False,False,False,False,False,,False,,20151220
2015-12-21,21,12,2015,355,52,1,False,4,False,False,False,False,False,,False,,20151221
2015-12-22,22,12,2015,356,52,2,False,4,False,False,False,False,False,,False,,20151222
2015-12-23,23,12,2015,357,52,3,False,4,False,False,False,False,False,,False,,20151223
2015-12-24,24,12,2015,358,52,4,False,4,False,False,False,False,False,,False,,20151224
2015-12-25,25,12,2015,359,52,5,False,4,False,False,False,False,True,Christmas Day,True,Christmas Day,20151225
2015-12-26,26,12,2015,360,52,6,True,4,False,False,False,False,False,,False,,20151226
2015-12-27,27,12,2015,361,52,7,True,4,False,False,False,False,False,,False,,20151227
2015-12-28,28,12,2015,362,53,1,False,4,False,False,False,False,True,Boxing Day (Observed),False,,20151228
2015-12-29,29,12,2015,363,53,2,False,4,False,False,False,False,False,,False,,20151229
2015-12-30,30,12,2015,364,53,3,False,4,False,False,False,False,False,,False,,20151230
2015-12-31,31,12,2015,365,53,4,False,4,False,True,False,True,False,,False,,20151231
2016-01-01,1,1,2016,1,53,5,False,1,True,False,True,False,True,New Year's Day,True,New Year's Day,20160101
2016-01-02,2,1,2016,2,53,6,True,1,False,False,False,False,False,,False,,20160102
2016-01-03,3,1,2016,3,53,7,True,1,False,False,False,False,False,,False,,20160103
2016-01-04,4,1,2016,4,1,1,False,1,False,False,False,False,False,,False,,20160104
2016-01-05,5,1,2016,5,1,2,False,1,False,False,False,False,False,,False,,20160105
2016-01-06,6,1,2016,6,1,3,False,1,False,False,False,False,False,,False,,20160106
2016-01-07,7,1,2016,7,1,4,False,1,False,False,False,False,False,,False,,20160107
2016-01-08,8,1,2016,8,1,5,False,1,False,False,False,False,False,,False,,20160108
2016-01-09,9,1,2016,9,1,6,True,1,False,False,False,False,False,,False,,20160109
2016-01-10,10,1,2016,10,1,7,True,1,False,False,False,False,False,,False,,20160110
2016-01-11,11,1,2016,11,2,1,False,1,False,False,False,False,False,,False,,20160111
2016-01-12,12,1,2016,12,2,2,False,1,False,False,False,False,False,,False,,20160112
2016-01-13,13,1,2016,13,2,3,False,1,False,False,False,False,False,,False,,20160113
2016-01-14,14,1,2016,14,2,4,False,1,False,False,False,False,False,,False,,20160114
2016-01-15,15,1,2016,15,2,5,False,1,False,False,False,False,False,,False,,20160115
2016-01-16,16,1,2016,16,2,6,True,1,False,False,False,False,False,,False,,20160116
2016-01-17,17,1,2016,17,2,7,True,1,False,False,False,False,False,,False,,20160117
2016-01-18,18,1,2016,18,3,1,False,1,False,False,False,False,False,,True,"Martin Luther King, Jr. Day",20160118
2016-01-19,19,1,2016,19,3,2,False,1,False,False,False,False,False,,False,,20160119
2016-01-20,20,1,2016,20,3,3,False,1,False,False,False,False,False,,False,,20160120
2016-01-21,21,1,2016,21,3,4,False,1,False,False,False,False,False,,False,,20160121
2016-01-22,22,1,2016,22,3,5,False,1,False,False,False,False,False,,False,,20160122
2016-01-23,23,1,2016,23,3,6,True,1,False,False,False,False,False,,False,,20160123
2016-01-24,24,1,2016,24,3,7,True,1,False,False,False,False,False,,False,,20160124
2016-01-25,25,1,2016,25,4,1,False,1,False,False,False,False,False,,False,,20160125
2016-01-26,26,1,2016,26,4,2,False,1,False,False,False,False,False,,False,,20160126
2016-01-27,27,1,2016,27,4,3,False,1,False,False,False,False,False,,False,,20160127
2016-01-28,28,1,2016,28,4,4,False,1,False,False,False,False,False,,False,,20160128
2016-01-29,29,1,2016,29,4,5,False,1,False,False,False,False,False,,False,,20160129
2016-01-30,30,1,2016,30,4,6,True,1,False,False,False,False,False,,False,,20160130
2016-01-31,31,1,2016,31,4,7,True,1,False,True,False,False,False,,False,,20160131
2016-02-01,1,2,2016,32,5,1,False,1,True,False,False,False,False,,False,,20160201
2016-02-02,2,2,2016,33,5,2,False,1,False,False,False,False,False,,False,,20160202
2016-02-03,3,2,2016,34,5,3,False,1,False,False,False,False,False,,False,,20160203
2016-02-04,4,2,2016,35,5,4,False,1,False,False,False,False,False,,False,,20160204
2016-02-05,5,2,2016,36,5,5,False,1,False,False,False,False,False,,False,,20160205
2016-02-06,6,2,2016,37,5,6,True,1,False,False,False,False,False,,False,,20160206
2016-02-07,7,2,2016,38,5,7,True,1,False,False,False,False,False,,False,,20160207
2016-02-08,8,2,2016,39,6,1,False,1,False,False,False,False,False,,False,,20160208
2016-02-09,9,2,2016,40,6,2,False,1,False,False,False,False,False,,False,,20160209
2016-02-10,10,2,2016,41,6,3,False,1,False,False,False,False,False,,False,,20160210
2016-02-11,11,2,2016,42,6,4,False,1,False,False,False,False,False,,False,,20160211
2016-02-12,12,2,2016,43,6,5,False,1,False,False,False,False,False,,False,,20160212
2016-02-13,13,2,2016,44,6,6,True,1,False,False,False,False,False,,False,,20160213
2016-02-14,14,2,2016,45,6,7,True,1,False,False,False,False,False,,False,,20160214
2016-02-15,15,2,2016,46,7,1,False,1,False,False,False,False,True,Family Day,True,Washington's Birthday,20160215
2016-02-16,16,2,2016,47,7,2,False,1,False,False,False,False,False,,False,,20160216
2016-02-17,17,2,2016,48,7,3,False,1,False,False,False,False,False,,False,,20160217
2016-02-18,18,2,2016,49,7,4,False,1,False,False,False,False,False,,False,,20160218
2016-02-19,19,2,2016,50,7,5,False,1,False,False,False,False,False,,False,,20160219
2016-02-20,20,2,2016,51,7,6,True,1,False,False,False,False,False,,False,,20160220
2016-02-21,21,2,2016,52,7,7,True,1,False,False,False,False,False,,False,,20160221
2016-02-22,22,2,2016,53,8,1,False,1,False,False,False,False,False,,False,,20160222
2016-02-23,23,2,2016,54,8,2,False,1,False,False,False,False,False,,False,,20160223
2016-02-24,24,2,2016,55,8,3,False,1,False,False,False,False,False,,False,,20160224
2016-02-25,25,2,2016,56,8,4,False,1,False,False,False,False,False,,False,,20160225
2016-02-26,26,2,2016,57,8,5,False,1,False,False,False,False,False,,False,,20160226
2016-02-27,27,2,2016,58,8,6,True,1,False,False,False,False,False,,False,,20160227
2016-02-28,28,2,2016,59,8,7,True,1,False,False,False,False,False,,False,,20160228
2016-02-29,29,2,2016,60,9,1,False,1,False,True,False,False,False,,False,,20160229
2016-03-01,1,3,2016,61,9,2,False,1,True,False,False,False,False,,False,,20160301
2016-03-02,2,3,2016,62,9,3,False,1,False,False,False,False,False,,False,,20160302
2016-03-03,3,3,2016,63,9,4,False,1,False,False,False,False,False,,False,,20160303
2016-03-04,4,3,2016,64,9,5,False,1,False,False,False,False,False,,False,,20160304
2016-03-05,5,3,2016,65,9,6,True,1,False,False,False,False,False,,False,,20160305
2016-03-06,6,3,2016,66,9,7,True,1,False,False,False,False,False,,False,,20160306
2016-03-07,7,3,2016,67,10,1,False,1,False,False,False,False,False,,False,,20160307
2016-03-08,8,3,2016,68,10,2,False,1,False,False,False,False,False,,False,,20160308
2016-03-09,9,3,2016,69,10,3,False,1,False,False,False,False,False,,False,,20160309
2016-03-10,10,3,2016,70,10,4,False,1,False,False,False,False,False,,False,,20160310
2016-03-11,11,3,2016,71,10,5,False,1,False,False,False,False,False,,False,,20160311
2016-03-12,12,3,2016,72,10,6,True,1,False,False,False,False,False,,False,,20160312
2016-03-13,13,3,2016,73,10,7,True,1,False,False,False,False,False,,False,,20160313
2016-03-14,14,3,2016,74,11,1,False,1,False,False,False,False,False,,False,,20160314
2016-03-15,15,3,2016,75,11,2,False,1,False,False,False,False,False,,False,,20160315
2016-03-16,16,3,2016,76,11,3,False,1,False,False,False,False,False,,False,,20160316
2016-03-17,17,3,2016,77,11,4,False,1,False,False,False,False,False,,False,,20160317
2016-03-18,18,3,2016,78,11,5,False,1,False,False,False,False,False,,False,,20160318
2016-03-19,19,3,2016,79,11,6,True,1,False,False,False,False,False,,False,,20160319
2016-03-20,20,3,2016,80,11,7,True,1,False,False,False,False,False,,False,,20160320
2016-03-21,21,3,2016,81,12,1,False,1,False,False,False,False,False,,False,,20160321
2016-03-22,22,3,2016,82,12,2,False,1,False,False,False,False,False,,False,,20160322
2016-03-23,23,3,2016,83,12,3,False,1,False,False,False,False,False,,False,,20160323
2016-03-24,24,3,2016,84,12,4,False,1,False,False,False,False,False,,False,,20160324
2016-03-25,25,3,2016,85,12,5,False,1,False,False,False,False,True,Good Friday,False,,20160325
2016-03-26,26,3,2016,86,12,6,True,1,False,False,False,False,False,,False,,20160326
2016-03-27,27,3,2016,87,12,7,True,1,False,False,False,False,False,,False,,20160327
2016-03-28,28,3,2016,88,13,1,False,1,False,False,False,False,False,,False,,20160328
2016-03-29,29,3,2016,89,13,2,False,1,False,False,False,False,False,,False,,20160329
2016-03-30,30,3,2016,90,13,3,False,1,False,False,False,False,False,,False,,20160330
2016-03-31,31,3,2016,91,13,4,False,1,False,True,False,False,False,,False,,20160331
2016-04-01,1,4,2016,92,13,5,False,2,True,False,False,False,False,,False,,20160401
2016-04-02,2,4,2016,93,13,6,True,2,False,False,False,False,False,,False,,20160402
2016-04-03,3,4,2016,94,13,7,True,2,False,False,False,False,False,,False,,20160403
2016-04-04,4,4,2016,95,14,1,False,2,False,False,False,False,False,,False,,20160404
2016-04-05,5,4,2016,96,14,2,False,2,False,False,False,False,False,,False,,20160405
2016-04-06,6,4,2016,97,14,3,False,2,False,False,False,False,False,,False,,20160406
2016-04-07,7,4,2016,98,14,4,False,2,False,False,False,False,False,,False,,20160407
2016-04-08,8,4,2016,99,14,5,False,2,False,False,False,False,False,,False,,20160408
2016-04-09,9,4,2016,100,14,6,True,2,False,False,False,False,False,,False,,20160409
2016-04-10,10,4,2016,101,14,7,True,2,False,False,False,False,False,,False,,20160410
2016-04-11,11,4,2016,102,15,1,False,2,False,False,False,False,False,,False,,20160411
2016-04-12,12,4,2016,103,15,2,False,2,False,False,False,False,False,,False,,20160412
2016-04-13,13,4,2016,104,15,3,False,2,False,False,False,False,False,,False,,20160413
2016-04-14,14,4,2016,105,15,4,False,2,False,False,False,False,False,,False,,20160414
2016-04-15,15,4,2016,106,15,5,False,2,False,False,False,False,False,,False,,20160415
2016-04-16,16,4,2016,107,15,6,True,2,False,False,False,False,False,,False,,20160416
2016-04-17,17,4,2016,108,15,7,True,2,False,False,False,False,False,,False,,20160417
2016-04-18,18,4,2016,109,16,1,False,2,False,False,False,False,False,,False,,20160418
2016-04-19,19,4,2016,110,16,2,False,2,False,False,False,False,False,,False,,20160419
2016-04-20,20,4,2016,111,16,3,False,2,False,False,False,False,False,,False,,20160420
2016-04-21,21,4,2016,112,16,4,False,2,False,False,False,False,False,,False,,20160421
2016-04-22,22,4,2016,113,16,5,False,2,False,False,False,False,False,,False,,20160422
2016-04-23,23,4,2016,114,16,6,True,2,False,False,False,False,False,,False,,20160423
2016-04-24,24,4,2016,115,16,7,True,2,False,False,False,False,False,,False,,20160424
2016-04-25,25,4,2016,116,17,1,False,2,False,False,False,False,False,,False,,20160425
2016-04-26,26,4,2016,117,17,2,False,2,False,False,False,False,False,,False,,20160426
2016-04-27,27,4,2016,118,17,3,False,2,False,False,False,False,False,,False,,20160427
2016-04-28,28,4,2016,119,17,4,False,2,False,False,False,False,False,,False,,20160428
2016-04-29,29,4,2016,120,17,5,False,2,False,False,False,False,False,,False,,20160429
2016-04-30,30,4,2016,121,17,6,True,2,False,True,False,False,False,,False,,20160430
2016-05-01,1,5,2016,122,17,7,True,2,True,False,False,False,False,,False,,20160501
2016-05-02,2,5,2016,123,18,1,False,2,False,False,False,False,False,,False,,20160502
2016-05-03,3,5,2016,124,18,2,False,2,False,False,False,False,False,,False,,20160503
2016-05-04,4,5,2016,125,18,3,False,2,False,False,False,False,False,,False,,20160504
2016-05-05,5,5,2016,126,18,4,False,2,False,False,False,False,False,,False,,20160505
2016-05-06,6,5,2016,127,18,5,False,2,False,False,False,False,False,,False,,20160506
2016-05-07,7,5,2016,128,18,6,True,2,False,False,False,False,False,,False,,20160507
2016-05-08,8,5,2016,129,18,7,True,2,False,False,False,False,False,,False,,20160508
2016-05-09,9,5,2016,130,19,1,False,2,False,False,False,False,False,,False,,20160509
2016-05-10,10,5,2016,131,19,2,False,2,False,False,False,False,False,,False,,20160510
2016-05-11,11,5,2016,132,19,3,False,2,False,False,False,False,False,,False,,20160511
2016-05-12,12,5,2016,133,19,4,False,2,False,False,False,False,False,,False,,20160512
2016-05-13,13,5,2016,134,19,5,False,2,False,False,False,False,False,,False,,20160513
2016-05-14,14,5,2016,135,19,6,True,2,False,False,False,False,False,,False,,20160514
2016-05-15,15,5,2016,136,19,7,True,2,False,False,False,False,False,,False,,20160515
2016-05-16,16,5,2016,137,20,1,False,2,False,False,False,False,False,,False,,20160516
2016-05-17,17,5,2016,138,20,2,False,2,False,False,False,False,False,,False,,20160517
2016-05-18,18,5,2016,139,20,3,False,2,False,False,False,False,False,,False,,20160518
2016-05-19,19,5,2016,140,20,4,False,2,False,False,False,False,False,,False,,20160519
2016-05-20,20,5,2016,141,20,5,False,2,False,False,False,False,False,,False,,20160520
2016-05-21,21,5,2016,142,20,6,True,2,False,False,False,False,False,,False,,20160521
2016-05-22,22,5,2016,143,20,7,True,2,False,False,False,False,False,,False,,20160522
2016-05-23,23,5,2016,144,21,1,False,2,False,False,False,False,True,Victoria Day,False,,20160523
2016-05-24,24,5,2016,145,21,2,False,2,False,False,False,False,False,,False,,20160524
2016-05-25,25,5,2016,146,21,3,False,2,False,False,False,False,False,,False,,20160525
2016-05-26,26,5,2016,147,21,4,False,2,False,False,False,False,False,,False,,20160526
2016-05-27,27,5,2016,148,21,5,False,2,False,False,False,False,False,,False,,20160527
2016-05-28,28,5,2016,149,21,6,True,2,False,False,False,False,False,,False,,20160528
2016-05-29,29,5,2016,150,21,7,True,2,False,False,False,False,False,,False,,20160529
2016-05-30,30,5,2016,151,22,1,False,2,False,False,False,False,False,,True,Memorial Day,20160530
2016-05-31,31,5,2016,152,22,2,False,2,False,True,False,False,False,,False,,20160531
2016-06-01,1,6,2016,153,22,3,False,2,True,False,False,False,False,,False,,20160601
2016-06-02,2,6,2016,154,22,4,False,2,False,False,False,False,False,,False,,20160602
2016-06-03,3,6,2016,155,22,5,False,2,False,False,False,False,False,,False,,20160603
2016-06-04,4,6,2016,156,22,6,True,2,False,False,False,False,False,,False,,20160604
2016-06-05,5,6,2016,157,22,7,True,2,False,False,False,False,False,,False,,20160605
2016-06-06,6,6,2016,158,23,1,False,2,False,False,False,False,False,,False,,20160606
2016-06-07,7,6,2016,159,23,2,False,2,False,False,False,False,False,,False,,20160607
2016-06-08,8,6,2016,160,23,3,False,2,False,False,False,False,False,,False,,20160608
2016-06-09,9,6,2016,161,23,4,False,2,False,False,False,False,False,,False,,20160609
2016-06-10,10,6,2016,162,23,5,False,2,False,False,False,False,False,,False,,20160610
2016-06-11,11,6,2016,163,23,6,True,2,False,False,False,False,False,,False,,20160611
2016-06-12,12,6,2016,164,23,7,True,2,False,False,False,False,False,,False,,20160612
2016-06-13,13,6,2016,165,24,1,False,2,False,False,False,False,False,,False,,20160613
2016-06-14,14,6,2016,166,24,2,False,2,False,False,False,False,False,,False,,20160614
2016-06-15,15,6,2016,167,24,3,False,2,False,False,False,False,False,,False,,20160615
2016-06-16,16,6,2016,168,24,4,False,2,False,False,False,False,False,,False,,20160616
2016-06-17,17,6,2016,169,24,5,False,2,False,False,False,False,False,,False,,20160617
2016-06-18,18,6,2016,170,24,6,True,2,False,False,False,False,False,,False,,20160618
2016-06-19,19,6,2016,171,24,7,True,2,False,False,False,False,False,,False,,20160619
2016-06-20,20,6,2016,172,25,1,False,2,False,False,False,False,False,,False,,20160620
2016-06-21,21,6,2016,173,25,2,False,2,False,False,False,False,False,,False,,20160621
2016-06-22,22,6,2016,174,25,3,False,2,False,False,False,False,False,,False,,20160622
2016-06-23,23,6,2016,175,25,4,False,2,False,False,False,False,False,,False,,20160623
2016-06-24,24,6,2016,176,25,5,False,2,False,False,False,False,False,,False,,20160624
2016-06-25,25,6,2016,177,25,6,True,2,False,False,False,False,False,,False,,20160625
2016-06-26,26,6,2016,178,25,7,True,2,False,False,False,False,False,,False,,20160626
2016-06-27,27,6,2016,179,26,1,False,2,False,False,False,False,False,,False,,20160627
2016-06-28,28,6,2016,180,26,2,False,2,False,False,False,False,False,,False,,20160628
2016-06-29,29,6,2016,181,26,3,False,2,False,False,False,False,False,,False,,20160629
2016-06-30,30,6,2016,182,26,4,False,2,False,True,False,False,False,,False,,20160630
2016-07-01,1,7,2016,183,26,5,False,3,True,False,False,False,True,Canada Day,False,,20160701
2016-07-02,2,7,2016,184,26,6,True,3,False,False,False,False,False,,False,,20160702
2016-07-03,3,7,2016,185,26,7,True,3,False,False,False,False,False,,False,,20160703
2016-07-04,4,7,2016,186,27,1,False,3,False,False,False,False,False,,True,Independence Day,20160704
2016-07-05,5,7,2016,187,27,2,False,3,False,False,False,False,False,,False,,20160705
2016-07-06,6,7,2016,188,27,3,False,3,False,False,False,False,False,,False,,20160706
2016-07-07,7,7,2016,189,27,4,False,3,False,False,False,False,False,,False,,20160707
2016-07-08,8,7,2016,190,27,5,False,3,False,False,False,False,False,,False,,20160708
2016-07-09,9,7,2016,191,27,6,True,3,False,False,False,False,False,,False,,20160709
2016-07-10,10,7,2016,192,27,7,True,3,False,False,False,False,False,,False,,20160710
2016-07-11,11,7,2016,193,28,1,False,3,False,False,False,False,False,,False,,20160711
2016-07-12,12,7,2016,194,28,2,False,3,False,False,False,False,False,,False,,20160712
2016-07-13,13,7,2016,195,28,3,False,3,False,False,False,False,False,,False,,20160713
2016-07-14,14,7,2016,196,28,4,False,3,False,False,False,False,False,,False,,20160714
2016-07-15,15,7,2016,197,28,5,False,3,False,False,False,False,False,,False,,20160715
2016-07-16,16,7,2016,198,28,6,True,3,False,False,False,False,False,,False,,20160716
2016-07-17,17,7,2016,199,28,7,True,3,False,False,False,False,False,,False,,20160717
2016-07-18,18,7,2016,200,29,1,False,3,False,False,False,False,False,,False,,20160718
2016-07-19,19,7,2016,201,29,2,False,3,False,False,False,False,False,,False,,20160719
2016-07-20,20,7,2016,202,29,3,False,3,False,False,False,False,False,,False,,20160720
2016-07-21,21,7,2016,203,29,4,False,3,False,False,False,False,False,,False,,20160721
2016-07-22,22,7,2016,204,29,5,False,3,False,False,False,False,False,,False,,20160722
2016-07-23,23,7,2016,205,29,6,True,3,False,False,False,False,False,,False,,20160723
2016-07-24,24,7,2016,206,29,7,True,3,False,False,False,False,False,,False,,20160724
2016-07-25,25,7,2016,207,30,1,False,3,False,False,False,False,False,,False,,20160725
2016-07-26,26,7,2016,208,30,2,False,3,False,False,False,False,False,,False,,20160726
2016-07-27,27,7,2016,209,30,3,False,3,False,False,False,False,False,,False,,20160727
2016-07-28,28,7,2016,210,30,4,False,3,False,False,False,False,False,,False,,20160728
2016-07-29,29,7,2016,211,30,5,False,3,False,False,False,False,False,,False,,20160729
2016-07-30,30,7,2016,212,30,6,True,3,False,False,False,False,False,,False,,20160730
2016-07-31,31,7,2016,213,30,7,True,3,False,True,False,False,False,,False,,20160731
2016-08-01,1,8,2016,214,31,1,False,3,True,False,False,False,True,Civic Holiday,False,,20160801
2016-08-02,2,8,2016,215,31,2,False,3,False,False,False,False,False,,False,,20160802
2016-08-03,3,8,2016,216,31,3,False,3,False,False,False,False,False,,False,,20160803
2016-08-04,4,8,2016,217,31,4,False,3,False,False,False,False,False,,False,,20160804
2016-08-05,5,8,2016,218,31,5,False,3,False,False,False,False,False,,False,,20160805
2016-08-06,6,8,2016,219,31,6,True,3,False,False,False,False,False,,False,,20160806
2016-08-07,7,8,2016,220,31,7,True,3,False,False,False,False,False,,False,,20160807
2016-08-08,8,8,2016,221,32,1,False,3,False,False,False,False,False,,False,,20160808
2016-08-09,9,8,2016,222,32,2,False,3,False,False,False,False,False,,False,,20160809
2016-08-10,10,8,2016,223,32,3,False,3,False,False,False,False,False,,False,,20160810
2016-08-11,11,8,2016,224,32,4,False,3,False,False,False,False,False,,False,,20160811
2016-08-12,12,8,2016,225,32,5,False,3,False,False,False,False,False,,False,,20160812
2016-08-13,13,8,2016,226,32,6,True,3,False,False,False,False,False,,False,,20160813
2016-08-14,14,8,2016,227,32,7,True,3,False,False,False,False,False,,False,,20160814
2016-08-15,15,8,2016,228,33,1,False,3,False,False,False,False,False,,False,,20160815
2016-08-16,16,8,2016,229,33,2,False,3,False,False,False,False,False,,False,,20160816
2016-08-17,17,8,2016,230,33,3,False,3,False,False,False,False,False,,False,,20160817
2016-08-18,18,8,2016,231,33,4,False,3,False,False,False,False,False,,False,,20160818
2016-08-19,19,8,2016,232,33,5,False,3,False,False,False,False,False,,False,,20160819
2016-08-20,20,8,2016,233,33,6,True,3,False,False,False,False,False,,False,,20160820
2016-08-21,21,8,2016,234,33,7,True,3,False,False,False,False,False,,False,,20160821
2016-08-22,22,8,2016,235,34,1,False,3,False,False,False,False,False,,False,,20160822
2016-08-23,23,8,2016,236,34,2,False,3,False,False,False,False,False,,False,,20160823
2016-08-24,24,8,2016,237,34,3,False,3,False,False,False,False,False,,False,,20160824
2016-08-25,25,8,2016,238,34,4,False,3,False,False,False,False,False,,False,,20160825
2016-08-26,26,8,2016,239,34,5,False,3,False,False,False,False,False,,False,,20160826
2016-08-27,27,8,2016,240,34,6,True,3,False,False,False,False,False,,False,,20160827
2016-08-28,28,8,2016,241,34,7,True,3,False,False,False,False,False,,False,,20160828
2016-08-29,29,8,2016,242,35,1,False,3,False,False,False,False,False,,False,,20160829
2016-08-30,30,8,2016,243,35,2,False,3,False,False,False,False,False,,False,,20160830
2016-08-31,31,8,2016,244,35,3,False,3,False,True,False,False,False,,False,,20160831
2016-09-01,1,9,2016,245,35,4,False,3,True,False,False,False,False,,False,,20160901
2016-09-02,2,9,2016,246,35,5,False,3,False,False,False,False,False,,False,,20160902
2016-09-03,3,9,2016,247,35,6,True,3,False,False,False,False,False,,False,,20160903
2016-09-04,4,9,2016,248,35,7,True,3,False,False,False,False,False,,False,,20160904
2016-09-05,5,9,2016,249,36,1,False,3,False,False,False,False,True,Labour Day,True,Labor Day,20160905
2016-09-06,6,9,2016,250,36,2,False,3,False,False,False,False,False,,False,,20160906
2016-09-07,7,9,2016,251,36,3,False,3,False,False,False,False,False,,False,,20160907
2016-09-08,8,9,2016,252,36,4,False,3,False,False,False,False,False,,False,,20160908
2016-09-09,9,9,2016,253,36,5,False,3,False,False,False,False,False,,False,,20160909
2016-09-10,10,9,2016,254,36,6,True,3,False,False,False,False,False,,False,,20160910
2016-09-11,11,9,2016,255,36,7,True,3,False,False,False,False,False,,False,,20160911
2016-09-12,12,9,2016,256,37,1,False,3,False,False,False,False,False,,False,,20160912
2016-09-13,13,9,2016,257,37,2,False,3,False,False,False,False,False,,False,,20160913
2016-09-14,14,9,2016,258,37,3,False,3,False,False,False,False,False,,False,,20160914
2016-09-15,15,9,2016,259,37,4,False,3,False,False,False,False,False,,False,,20160915
2016-09-16,16,9,2016,260,37,5,False,3,False,False,False,False,False,,False,,20160916
2016-09-17,17,9,2016,261,37,6,True,3,False,False,False,False,False,,False,,20160917
2016-09-18,18,9,2016,262,37,7,True,3,False,False,False,False,False,,False,,20160918
2016-09-19,19,9,2016,263,38,1,False,3,False,False,False,False,False,,False,,20160919
2016-09-20,20,9,2016,264,38,2,False,3,False,False,False,False,False,,False,,20160920
2016-09-21,21,9,2016,265,38,3,False,3,False,False,False,False,False,,False,,20160921
2016-09-22,22,9,2016,266,38,4,False,3,False,False,False,False,False,,False,,20160922
2016-09-23,23,9,2016,267,38,5,False,3,False,False,False,False,False,,False,,20160923
2016-09-24,24,9,2016,268,38,6,True,3,False,False,False,False,False,,False,,20160924
2016-09-25,25,9,2016,269,38,7,True,3,False,False,False,False,False,,False,,20160925
2016-09-26,26,9,2016,270,39,1,False,3,False,False,False,False,False,,False,,20160926
2016-09-27,27,9,2016,271,39,2,False,3,False,False,False,False,False,,False,,20160927
2016-09-28,28,9,2016,272,39,3,False,3,False,False,False,False,False,,False,,20160928
2016-09-29,29,9,2016,273,39,4,False,3,False,False,False,False,False,,False,,20160929
2016-09-30,30,9,2016,274,39,5,False,3,False,True,False,False,False,,False,,20160930
2016-10-01,1,10,2016,275,39,6,True,4,True,False,False,False,False,,False,,20161001
2016-10-02,2,10,2016,276,39,7,True,4,False,False,False,False,False,,False,,20161002
2016-10-03,3,10,2016,277,40,1,False,4,False,False,False,False,False,,False,,20161003
2016-10-04,4,10,2016,278,40,2,False,4,False,False,False,False,False,,False,,20161004
2016-10-05,5,10,2016,279,40,3,False,4,False,False,False,False,False,,False,,20161005
2016-10-06,6,10,2016,280,40,4,False,4,False,False,False,False,False,,False,,20161006
2016-10-07,7,10,2016,281,40,5,False,4,False,False,False,False,False,,False,,20161007
2016-10-08,8,10,2016,282,40,6,True,4,False,False,False,False,False,,False,,20161008
2016-10-09,9,10,2016,283,40,7,True,4,False,False,False,False,False,,False,,20161009
2016-10-10,10,10,2016,284,41,1,False,4,False,False,False,False,True,Thanksgiving,True,Columbus Day,20161010
